VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_TANGENT0.x, in_TANGENT0.y, in_TANGENT0.z, in_TANGENT0.w, in_COLOR0.x, in_COLOR0.y, in_COLOR0.z, in_COLOR0.w, in_TEXCOORD0.x, in_TEXCOORD0.y
1041, 13280,  0.50098, -0.07164, -0.22915, -0.13215, -0.25849, -0.95653, -0.13141, -0.2492, -0.9591, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.53527,  0.34862
1042, 13276,  0.42211, -0.13016, -0.19165, -0.16076, -0.37944, -0.90966, -0.15926, -0.37874, -0.91022, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.57381,  0.43393
1043, 13277,  0.41942, -0.06571, -0.21832, -0.15892, -0.29815, -0.93954, -0.15816, -0.28684, -0.94317, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.5351,  0.42917
1044, 13277,  0.41942, -0.06571, -0.21832, -0.15892, -0.29815, -0.93954, -0.15816, -0.28684, -0.94317, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.5351,  0.42917
1045, 13279,  0.5014, -0.01575, -0.23723, -0.12297, -0.1407, -0.98198, -0.11989, -0.14162, -0.98223,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.50467,  0.34855
1046, 13280,  0.50098, -0.07164, -0.22915, -0.13215, -0.25849, -0.95653, -0.13141, -0.2492, -0.9591, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.53527,  0.34862
1047, 13279,  0.5014, -0.01575, -0.23723, -0.12297, -0.1407, -0.98198, -0.11989, -0.14162, -0.98223,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.50467,  0.34855
1048, 13281,  0.58782, -0.07806, -0.23797, -0.13351, -0.22058, -0.966, -0.14122, -0.26458, -0.95378,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.53546,  0.26332
1049, 13280,  0.50098, -0.07164, -0.22915, -0.13215, -0.25849, -0.95653, -0.13141, -0.2492, -0.9591, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.53527,  0.34862
1050, 13280,  0.50098, -0.07164, -0.22915, -0.13215, -0.25849, -0.95653, -0.13141, -0.2492, -0.9591, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.53527,  0.34862
1051, 13282,  0.50146, -0.13997, -0.20292, -0.13964, -0.35487, -0.92401, -0.14011, -0.36274, -0.92088,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.57381,  0.34855
1052, 13276,  0.42211, -0.13016, -0.19165, -0.16076, -0.37944, -0.90966, -0.15926, -0.37874, -0.91022, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.57381,  0.43393
1053, 13281,  0.58782, -0.07806, -0.23797, -0.13351, -0.22058, -0.966, -0.14122, -0.26458, -0.95378,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.53546,  0.26332
1054, 13282,  0.50146, -0.13997, -0.20292, -0.13964, -0.35487, -0.92401, -0.14011, -0.36274, -0.92088,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.57381,  0.34855
1055, 13280,  0.50098, -0.07164, -0.22915, -0.13215, -0.25849, -0.95653, -0.13141, -0.2492, -0.9591, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.53527,  0.34862
1056, 13279,  0.5014, -0.01575, -0.23723, -0.12297, -0.1407, -0.98198, -0.11989, -0.14162, -0.98223,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.50467,  0.34855
1057, 13283,  0.5948, -0.01875, -0.24536, -0.12929, -0.11609, -0.98462, -0.12799, -0.11633, -0.98476,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.50462,  0.26318
1058, 13281,  0.58782, -0.07806, -0.23797, -0.13351, -0.22058, -0.966, -0.14122, -0.26458, -0.95378,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.53546,  0.26332
1059, 13281,  0.58782, -0.07806, -0.23797, -0.13351, -0.22058, -0.966, -0.14122, -0.26458, -0.95378,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.53546,  0.26332
1060, 13284,  0.58305, -0.14265, -0.21346, -0.14459, -0.34838, -0.92596, -0.15814, -0.36913, -0.91565,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.56986,  0.2632
1061, 13282,  0.50146, -0.13997, -0.20292, -0.13964, -0.35487, -0.92401, -0.14011, -0.36274, -0.92088,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.57381,  0.34855
1062, 13284,  0.58305, -0.14265, -0.21346, -0.14459, -0.34838, -0.92596, -0.15814, -0.36913, -0.91565,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.56986,  0.2632
1063, 13285,  0.58252, -0.14948, -0.21048, -0.15114, -0.37712, -0.91358, -0.15545, -0.36662, -0.91712, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.57381,  0.26318
1064, 13282,  0.50146, -0.13997, -0.20292, -0.13964, -0.35487, -0.92401, -0.14011, -0.36274, -0.92088,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.57381,  0.34855
1065, 13286,  0.61493, -0.14975, -0.21603, -0.16937, -0.3666, -0.91472, -0.17336, -0.34535, -0.9222, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.57321,  0.23166
1066, 13285,  0.58252, -0.14948, -0.21048, -0.15114, -0.37712, -0.91358, -0.15545, -0.36662, -0.91712, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.57381,  0.26318
1067, 13284,  0.58305, -0.14265, -0.21346, -0.14459, -0.34838, -0.92596, -0.15814, -0.36913, -0.91565,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.56986,  0.2632
1068, 13286,  0.61493, -0.14975, -0.21603, -0.16937, -0.3666, -0.91472, -0.17336, -0.34535, -0.9222, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.57321,  0.23166
1069, 13284,  0.58305, -0.14265, -0.21346, -0.14459, -0.34838, -0.92596, -0.15814, -0.36913, -0.91565,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.56986,  0.2632
1070, 13287,  0.61556, -0.14255, -0.21959, -0.14668, -0.32218, -0.93512, -0.15954, -0.35192, -0.92221,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.56986,  0.2321
1071, 13287,  0.61556, -0.14255, -0.21959, -0.14668, -0.32218, -0.93512, -0.15954, -0.35192, -0.92221,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.56986,  0.2321
1072, 13284,  0.58305, -0.14265, -0.21346, -0.14459, -0.34838, -0.92596, -0.15814, -0.36913, -0.91565,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.56986,  0.2632
1073, 13281,  0.58782, -0.07806, -0.23797, -0.13351, -0.22058, -0.966, -0.14122, -0.26458, -0.95378,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.53546,  0.26332
1074, 13283,  0.5948, -0.01875, -0.24536, -0.12929, -0.11609, -0.98462, -0.12799, -0.11633, -0.98476,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.50462,  0.26318
1075, 13288,  0.65394, -0.07769, -0.24669, -0.1447, -0.15402, -0.97733, -0.14564, -0.21557, -0.96549,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.53468,  0.19467
1076, 13281,  0.58782, -0.07806, -0.23797, -0.13351, -0.22058, -0.966, -0.14122, -0.26458, -0.95378,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.53546,  0.26332
1077, 13283,  0.5948, -0.01875, -0.24536, -0.12929, -0.11609, -0.98462, -0.12799, -0.11633, -0.98476,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.50462,  0.26318
1078, 13289,  0.6593, -0.02063, -0.25338, -0.14138, -0.10317, -0.98447, -0.13904, -0.10143, -0.98499, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.50462,  0.19581
1079, 13288,  0.65394, -0.07769, -0.24669, -0.1447, -0.15402, -0.97733, -0.14564, -0.21557, -0.96549,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.53468,  0.19467
1080, 13290,  0.69485, -0.07689, -0.25267, -0.16113, -0.12523, -0.97888, -0.20228, -0.17108, -0.9642,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.53248,  0.15408
1081, 13288,  0.65394, -0.07769, -0.24669, -0.1447, -0.15402, -0.97733, -0.14564, -0.21557, -0.96549,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.53468,  0.19467
1082, 13289,  0.6593, -0.02063, -0.25338, -0.14138, -0.10317, -0.98447, -0.13904, -0.10143, -0.98499, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.50462,  0.19581
1083, 13290,  0.69485, -0.07689, -0.25267, -0.16113, -0.12523, -0.97888, -0.20228, -0.17108, -0.9642,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.53248,  0.15408
1084, 13289,  0.6593, -0.02063, -0.25338, -0.14138, -0.10317, -0.98447, -0.13904, -0.10143, -0.98499, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.50462,  0.19581
1085, 13291,  0.70319, -0.02124, -0.25934, -0.15414, -0.07987, -0.98474, -0.1432, -0.07518, -0.98675, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.50462,  0.15033
1086, 13281,  0.58782, -0.07806, -0.23797, -0.13351, -0.22058, -0.966, -0.14122, -0.26458, -0.95378,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.53546,  0.26332
1087, 13288,  0.65394, -0.07769, -0.24669, -0.1447, -0.15402, -0.97733, -0.14564, -0.21557, -0.96549,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.53468,  0.19467
1088, 13292,  0.65202, -0.09974, -0.23803, -0.14529, -0.30432, -0.94135, -0.17491, -0.28141, -0.94343, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.54644,  0.19295
1089, 13292,  0.65202, -0.09974, -0.23803, -0.14529, -0.30432, -0.94135, -0.17491, -0.28141, -0.94343, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.54644,  0.19295
1090, 13287,  0.61556, -0.14255, -0.21959, -0.14668, -0.32218, -0.93512, -0.15954, -0.35192, -0.92221,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.56986,  0.2321
1091, 13281,  0.58782, -0.07806, -0.23797, -0.13351, -0.22058, -0.966, -0.14122, -0.26458, -0.95378,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.53546,  0.26332
1092, 13290,  0.69485, -0.07689, -0.25267, -0.16113, -0.12523, -0.97888, -0.20228, -0.17108, -0.9642,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.53248,  0.15408
1093, 13292,  0.65202, -0.09974, -0.23803, -0.14529, -0.30432, -0.94135, -0.17491, -0.28141, -0.94343, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.54644,  0.19295
1094, 13288,  0.65394, -0.07769, -0.24669, -0.1447, -0.15402, -0.97733, -0.14564, -0.21557, -0.96549,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.53468,  0.19467
1095, 13293,  0.64738, -0.13268, -0.22778, -0.14135, -0.30687, -0.94112, -0.18207, -0.31582, -0.93111,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.5649,  0.1956
1096, 13286,  0.61493, -0.14975, -0.21603, -0.16937, -0.3666, -0.91472, -0.17336, -0.34535, -0.9222, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.57321,  0.23166
1097, 13287,  0.61556, -0.14255, -0.21959, -0.14668, -0.32218, -0.93512, -0.15954, -0.35192, -0.92221,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.56986,  0.2321
1098, 13292,  0.65202, -0.09974, -0.23803, -0.14529, -0.30432, -0.94135, -0.17491, -0.28141, -0.94343, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.54644,  0.19295
1099, 13293,  0.64738, -0.13268, -0.22778, -0.14135, -0.30687, -0.94112, -0.18207, -0.31582, -0.93111,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.5649,  0.1956
1100, 13287,  0.61556, -0.14255, -0.21959, -0.14668, -0.32218, -0.93512, -0.15954, -0.35192, -0.92221,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.56986,  0.2321
1101, 13293,  0.64738, -0.13268, -0.22778, -0.14135, -0.30687, -0.94112, -0.18207, -0.31582, -0.93111,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.5649,  0.1956
1102, 13294,  0.64614, -0.14141, -0.22475, -0.16934, -0.33797, -0.92572, -0.18397, -0.31667, -0.93045, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.56989,  0.19581
1103, 13286,  0.61493, -0.14975, -0.21603, -0.16937, -0.3666, -0.91472, -0.17336, -0.34535, -0.9222, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.57321,  0.23166
1104, 13294,  0.64614, -0.14141, -0.22475, -0.16934, -0.33797, -0.92572, -0.18397, -0.31667, -0.93045, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.56989,  0.19581
1105, 13293,  0.64738, -0.13268, -0.22778, -0.14135, -0.30687, -0.94112, -0.18207, -0.31582, -0.93111,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.5649,  0.1956
1106, 13295,  0.66556, -0.12022, -0.23627, -0.19888, -0.26309, -0.94398, -0.17858, -0.2869, -0.9411,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.5566,  0.17623
1107, 13293,  0.64738, -0.13268, -0.22778, -0.14135, -0.30687, -0.94112, -0.18207, -0.31582, -0.93111,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.5649,  0.1956
1108, 13292,  0.65202, -0.09974, -0.23803, -0.14529, -0.30432, -0.94135, -0.17491, -0.28141, -0.94343, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.54644,  0.19295
1109, 13295,  0.66556, -0.12022, -0.23627, -0.19888, -0.26309, -0.94398, -0.17858, -0.2869, -0.9411,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.5566,  0.17623
1110, 13294,  0.64614, -0.14141, -0.22475, -0.16934, -0.33797, -0.92572, -0.18397, -0.31667, -0.93045, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.56989,  0.19581
1111, 13295,  0.66556, -0.12022, -0.23627, -0.19888, -0.26309, -0.94398, -0.17858, -0.2869, -0.9411,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.5566,  0.17623
1112, 13296,  0.66978, -0.12695, -0.23414, -0.1716, -0.31926, -0.93194, -0.17138, -0.30459, -0.93688, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.55986,  0.17071
1113, 13296,  0.66978, -0.12695, -0.23414, -0.1716, -0.31926, -0.93194, -0.17138, -0.30459, -0.93688, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.55986,  0.17071
1114, 13295,  0.66556, -0.12022, -0.23627, -0.19888, -0.26309, -0.94398, -0.17858, -0.2869, -0.9411,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.5566,  0.17623
1115, 13297,  0.68601, -0.10977, -0.24217, -0.18196, -0.27787, -0.94317, -0.19853, -0.26148, -0.9445, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.54999,  0.15789
1116, 13295,  0.66556, -0.12022, -0.23627, -0.19888, -0.26309, -0.94398, -0.17858, -0.2869, -0.9411,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.5566,  0.17623
1117, 13292,  0.65202, -0.09974, -0.23803, -0.14529, -0.30432, -0.94135, -0.17491, -0.28141, -0.94343, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.54644,  0.19295
1118, 13297,  0.68601, -0.10977, -0.24217, -0.18196, -0.27787, -0.94317, -0.19853, -0.26148, -0.9445, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.54999,  0.15789
1119, 13290,  0.69485, -0.07689, -0.25267, -0.16113, -0.12523, -0.97888, -0.20228, -0.17108, -0.9642,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.53248,  0.15408
1120, 13297,  0.68601, -0.10977, -0.24217, -0.18196, -0.27787, -0.94317, -0.19853, -0.26148, -0.9445, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.54999,  0.15789
1121, 13292,  0.65202, -0.09974, -0.23803, -0.14529, -0.30432, -0.94135, -0.17491, -0.28141, -0.94343, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.54644,  0.19295
1122, 13290,  0.69485, -0.07689, -0.25267, -0.16113, -0.12523, -0.97888, -0.20228, -0.17108, -0.9642,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.53248,  0.15408
1123, 13298,  0.70341, -0.10491, -0.2485, -0.26464, -0.21977, -0.93891, -0.26763, -0.22054, -0.93788,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.54615,  0.14204
1124, 13297,  0.68601, -0.10977, -0.24217, -0.18196, -0.27787, -0.94317, -0.19853, -0.26148, -0.9445, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.54999,  0.15789
1125, 13298,  0.70341, -0.10491, -0.2485, -0.26464, -0.21977, -0.93891, -0.26763, -0.22054, -0.93788,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.54615,  0.14204
1126, 13290,  0.69485, -0.07689, -0.25267, -0.16113, -0.12523, -0.97888, -0.20228, -0.17108, -0.9642,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.53248,  0.15408
1127, 13299,  0.72862, -0.09522, -0.25762, -0.22753, -0.15408, -0.96144, -0.23265, -0.15166, -0.9606, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.54035,  0.11761
1128, 13291,  0.70319, -0.02124, -0.25934, -0.15414, -0.07987, -0.98474, -0.1432, -0.07518, -0.98675, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.50462,  0.15033
1129, 13300,  0.73351, -0.07398, -0.26131, -0.17251, -0.06267, -0.98294, -0.17996, -0.06927, -0.98116,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.52989,  0.11529
1130, 13290,  0.69485, -0.07689, -0.25267, -0.16113, -0.12523, -0.97888, -0.20228, -0.17108, -0.9642,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.53248,  0.15408
1131, 13299,  0.72862, -0.09522, -0.25762, -0.22753, -0.15408, -0.96144, -0.23265, -0.15166, -0.9606, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.54035,  0.11761
1132, 13290,  0.69485, -0.07689, -0.25267, -0.16113, -0.12523, -0.97888, -0.20228, -0.17108, -0.9642,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.53248,  0.15408
1133, 13300,  0.73351, -0.07398, -0.26131, -0.17251, -0.06267, -0.98294, -0.17996, -0.06927, -0.98116,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.52989,  0.11529
1134, 13301,  0.74667, -0.08611, -0.26274, -0.18423, -0.07397, -0.98003, -0.19948, -0.07558, -0.97692,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.53565,  0.10119
1135, 13299,  0.72862, -0.09522, -0.25762, -0.22753, -0.15408, -0.96144, -0.23265, -0.15166, -0.9606, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.54035,  0.11761
1136, 13300,  0.73351, -0.07398, -0.26131, -0.17251, -0.06267, -0.98294, -0.17996, -0.06927, -0.98116,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.52989,  0.11529
1137, 13302,  0.77176, -0.06764, -0.26818, -0.17152, -0.0209, -0.98491, -0.1732, -0.02875, -0.98441,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.52658,  0.07956
1138, 13301,  0.74667, -0.08611, -0.26274, -0.18423, -0.07397, -0.98003, -0.19948, -0.07558, -0.97692,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.53565,  0.10119
1139, 13300,  0.73351, -0.07398, -0.26131, -0.17251, -0.06267, -0.98294, -0.17996, -0.06927, -0.98116,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.52989,  0.11529
1140, 13291,  0.70319, -0.02124, -0.25934, -0.15414, -0.07987, -0.98474, -0.1432, -0.07518, -0.98675, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.50462,  0.15033
1141, 13303,  0.74561, -0.02174, -0.26508, -0.16342, -0.04014, -0.98568, -0.14362,  0.01076, -0.98951, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.50462,  0.10876
1142, 13300,  0.73351, -0.07398, -0.26131, -0.17251, -0.06267, -0.98294, -0.17996, -0.06927, -0.98116,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.52989,  0.11529
1143, 13300,  0.73351, -0.07398, -0.26131, -0.17251, -0.06267, -0.98294, -0.17996, -0.06927, -0.98116,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.52989,  0.11529
1144, 13304,  0.79066, -0.0419, -0.27199, -0.14698, -0.00907, -0.98905, -0.12744, -0.00404, -0.99179, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.51408,  0.06367
1145, 13302,  0.77176, -0.06764, -0.26818, -0.17152, -0.0209, -0.98491, -0.1732, -0.02875, -0.98441,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.52658,  0.07956
1146, 13300,  0.73351, -0.07398, -0.26131, -0.17251, -0.06267, -0.98294, -0.17996, -0.06927, -0.98116,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.52989,  0.11529
1147, 13303,  0.74561, -0.02174, -0.26508, -0.16342, -0.04014, -0.98568, -0.14362,  0.01076, -0.98951, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.50462,  0.10876
1148, 13304,  0.79066, -0.0419, -0.27199, -0.14698, -0.00907, -0.98905, -0.12744, -0.00404, -0.99179, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.51408,  0.06367
1149, 13304,  0.79066, -0.0419, -0.27199, -0.14698, -0.00907, -0.98905, -0.12744, -0.00404, -0.99179, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.51408,  0.06367
1150, 13303,  0.74561, -0.02174, -0.26508, -0.16342, -0.04014, -0.98568, -0.14362,  0.01076, -0.98951, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.50462,  0.10876
1151, 13305,  0.79539, -0.0222, -0.27199, -0.11287,  0.06653, -0.99133, -0.08955,  0.07109, -0.9934, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.50462,  0.06001
1152, 13306,  0.82852, -0.18302,  0.12579, -0.00533, -0.99812,  0.06073,  0.00242, -0.99828,  0.05819, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.60318,  0.04019
1153, 13307,  0.85444, -0.18113,  0.18551, -0.01831, -0.99841,  0.05335, -0.00629, -0.99794,  0.06384,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.577,  0.00907
1154, 13308,  0.78582, -0.17907,  0.17884, -0.01784, -0.99717,  0.07228, -0.01938, -0.99658,  0.07971,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.577,  0.07707
1155, 13309,  0.79796, -0.18568,  0.0916, -0.0116, -0.99655,  0.08156, -0.00592, -0.99417,  0.10724,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.61735,  0.0722
1156, 13306,  0.82852, -0.18302,  0.12579, -0.00533, -0.99812,  0.06073,  0.00242, -0.99828,  0.05819, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.60318,  0.04019
1157, 13308,  0.78582, -0.17907,  0.17884, -0.01784, -0.99717,  0.07228, -0.01938, -0.99658,  0.07971,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.577,  0.07707
1158, 13310,  0.75378, -0.18521,  0.08874, -0.01173, -0.99633,  0.08386, -0.01737, -0.99309,  0.11551,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.61622,  0.11397
1159, 13309,  0.79796, -0.18568,  0.0916, -0.0116, -0.99655,  0.08156, -0.00592, -0.99417,  0.10724,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.61735,  0.0722
1160, 13308,  0.78582, -0.17907,  0.17884, -0.01784, -0.99717,  0.07228, -0.01938, -0.99658,  0.07971,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.577,  0.07707
1161, 13309,  0.79796, -0.18568,  0.0916, -0.0116, -0.99655,  0.08156, -0.00592, -0.99417,  0.10724,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.61735,  0.0722
1162, 13310,  0.75378, -0.18521,  0.08874, -0.01173, -0.99633,  0.08386, -0.01737, -0.99309,  0.11551,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.61622,  0.11397
1163, 13311,  0.75845, -0.189,  0.06569, -0.0711, -0.99665,  0.03784, -0.074, -0.99604,  0.04723,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.62947,  0.1139
1164, 13310,  0.75378, -0.18521,  0.08874, -0.01173, -0.99633,  0.08386, -0.01737, -0.99309,  0.11551,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.61622,  0.11397
1165, 13308,  0.78582, -0.17907,  0.17884, -0.01784, -0.99717,  0.07228, -0.01938, -0.99658,  0.07971,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.577,  0.07707
1166, 13312,  0.74291, -0.17795,  0.17434, -0.00903, -0.99716,  0.07368, -0.00509, -0.99735,  0.07155, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.577,  0.11775
1167, 13311,  0.75845, -0.189,  0.06569, -0.0711, -0.99665,  0.03784, -0.074, -0.99604,  0.04723,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.62947,  0.1139
1168, 13310,  0.75378, -0.18521,  0.08874, -0.01173, -0.99633,  0.08386, -0.01737, -0.99309,  0.11551,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.61622,  0.11397
1169, 13313,  0.70445, -0.18372,  0.08423, -0.00936, -0.99949,  0.0264, -0.05081, -0.99845, -0.01474, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.61526,  0.16017
1170, 13313,  0.70445, -0.18372,  0.08423, -0.00936, -0.99949,  0.0264, -0.05081, -0.99845, -0.01474, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.61526,  0.16017
1171, 13310,  0.75378, -0.18521,  0.08874, -0.01173, -0.99633,  0.08386, -0.01737, -0.99309,  0.11551,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.61622,  0.11397
1172, 13312,  0.74291, -0.17795,  0.17434, -0.00903, -0.99716,  0.07368, -0.00509, -0.99735,  0.07155, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.577,  0.11775
1173, 13314,  0.7385, -0.18338,  0.04404, -0.13342, -0.98313, -0.12351, -0.14535, -0.98255, -0.1143,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.63584,  0.1331
1174, 13311,  0.75845, -0.189,  0.06569, -0.0711, -0.99665,  0.03784, -0.074, -0.99604,  0.04723,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.62947,  0.1139
1175, 13313,  0.70445, -0.18372,  0.08423, -0.00936, -0.99949,  0.0264, -0.05081, -0.99845, -0.01474, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.61526,  0.16017
1176, 13313,  0.70445, -0.18372,  0.08423, -0.00936, -0.99949,  0.0264, -0.05081, -0.99845, -0.01474, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.61526,  0.16017
1177, 13312,  0.74291, -0.17795,  0.17434, -0.00903, -0.99716,  0.07368, -0.00509, -0.99735,  0.07155, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.577,  0.11775
