VTX, IDX, _input0.x, _input0.y, _input0.z, _input1.x, _input1.y, _input1.z, _input1.w, _input2.x, _input2.y, _input2.z, _input2.w, _input3.x, _input3.y, _input3.z, _input3.w, _input4.x, _input4.y, _input5.x, _input5.y, _input6.x, _input6.y
956, 235,  49.53652, -9.85345,  20.92068, -0.90723,  0.18042, -0.38062,  0.00, -0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.28125,  0.375,  0.13147,  0.42651,  0.47754,  0.60059
957, 230,  41.99504,  17.39491,  30.37212, -0.77002, -0.31885, -0.55273,  0.00,  0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.1875,  0.3125,  0.20605,  0.62256,  0.57764,  0.64014
958, 237,  49.53652,  9.85341,  20.92068, -0.90723, -0.18042, -0.38062,  0.00,  0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.21875,  0.375,  0.13147,  0.57373,  0.54639,  0.59961
959, 228,  44.5817,  8.86784,  30.37212, -0.81738, -0.1626, -0.55273,  0.00,  0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.21875,  0.3125,  0.18787,  0.5625,  0.54541,  0.6377
960, 228,  44.5817,  8.86784,  30.37212, -0.81738, -0.1626, -0.55273,  0.00,  0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.21875,  0.3125,  0.18787,  0.5625,  0.54541,  0.6377
961, 237,  49.53652,  9.85341,  20.92068, -0.90723, -0.18042, -0.38062,  0.00,  0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.21875,  0.375,  0.13147,  0.57373,  0.54639,  0.59961
962, 236,  50.507, -0.00002,  20.92068, -0.9248,  0.00, -0.38062,  0.00,  0.00, -1.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.25,  0.375,  0.12421,  0.50,  0.51221,  0.59961
963, 232,  37.79454,  25.2535,  30.37212, -0.69287, -0.46289, -0.55273,  0.00,  0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.15625,  0.3125,  0.2356,  0.67773,  0.61084,  0.64453
964, 238,  46.66239,  19.32818,  20.92068, -0.85449, -0.354, -0.38062,  0.00,  0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.1875,  0.375,  0.15295,  0.64453,  0.58105,  0.60156
965, 230,  41.99504,  17.39491,  30.37212, -0.77002, -0.31885, -0.55273,  0.00,  0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.1875,  0.3125,  0.20605,  0.62256,  0.57764,  0.64014
966, 230,  41.99504,  17.39491,  30.37212, -0.77002, -0.31885, -0.55273,  0.00,  0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.1875,  0.3125,  0.20605,  0.62256,  0.57764,  0.64014
967, 238,  46.66239,  19.32818,  20.92068, -0.85449, -0.354, -0.38062,  0.00,  0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.1875,  0.375,  0.15295,  0.64453,  0.58105,  0.60156
968, 237,  49.53652,  9.85341,  20.92068, -0.90723, -0.18042, -0.38062,  0.00,  0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.21875,  0.375,  0.13147,  0.57373,  0.54639,  0.59961
969, 220,  37.79452, -25.25352,  30.37212, -0.69287,  0.46289, -0.55273,  0.00, -0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.34375,  0.3125,  0.2356,  0.32251,  0.41235,  0.64893
970, 233,  41.99502, -28.06021,  20.92068, -0.76904,  0.51367, -0.38062,  0.00, -0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.34375,  0.375,  0.18774,  0.29053,  0.40576,  0.60742
971, 239,  35.71382, -35.71387,  20.92068, -0.65381,  0.65381, -0.38062,  0.00, -0.70703, -0.70703,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.375,  0.375,  0.23462,  0.23328,  0.36719,  0.61279
972, 220,  37.79452, -25.25352,  30.37212, -0.69287,  0.46289, -0.55273,  0.00, -0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.34375,  0.3125,  0.2356,  0.32251,  0.41235,  0.64893
973, 239,  35.71382, -35.71387,  20.92068, -0.65381,  0.65381, -0.38062,  0.00, -0.70703, -0.70703,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.375,  0.375,  0.23462,  0.23328,  0.36719,  0.61279
974, 240,  32.14159, -32.14163,  30.37212, -0.58936,  0.58936, -0.55273,  0.00, -0.70703, -0.70703,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.375,  0.3125,  0.27539,  0.27393,  0.37646,  0.65576
975, 233,  41.99502, -28.06021,  20.92068, -0.76904,  0.51367, -0.38062,  0.00, -0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.34375,  0.375,  0.18774,  0.29053,  0.40576,  0.60742
976, 241,  37.91359, -37.91364,  10.66527, -0.69385,  0.69385, -0.19397,  0.00, -0.70703, -0.70703,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.375,  0.4375,  0.1936,  0.19214,  0.36133,  0.56982
977, 239,  35.71382, -35.71387,  20.92068, -0.65381,  0.65381, -0.38062,  0.00, -0.70703, -0.70703,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.375,  0.375,  0.23462,  0.23328,  0.36719,  0.61279
978, 233,  41.99502, -28.06021,  20.92068, -0.76904,  0.51367, -0.38062,  0.00, -0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.34375,  0.375,  0.18774,  0.29053,  0.40576,  0.60742
979, 242,  44.58168, -29.78856,  10.66527, -0.81592,  0.54492, -0.19397,  0.00, -0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.34375,  0.4375,  0.1394,  0.25806,  0.40186,  0.56689
980, 241,  37.91359, -37.91364,  10.66527, -0.69385,  0.69385, -0.19397,  0.00, -0.70703, -0.70703,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.375,  0.4375,  0.1936,  0.19214,  0.36133,  0.56982
981, 234,  46.66237, -19.32821,  20.92068, -0.85449,  0.354, -0.38062,  0.00, -0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.3125,  0.375,  0.15295,  0.35571,  0.44238,  0.60352
982, 242,  44.58168, -29.78856,  10.66527, -0.81592,  0.54492, -0.19397,  0.00, -0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.34375,  0.4375,  0.1394,  0.25806,  0.40186,  0.56689
983, 233,  41.99502, -28.06021,  20.92068, -0.76904,  0.51367, -0.38062,  0.00, -0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.34375,  0.375,  0.18774,  0.29053,  0.40576,  0.60742
984, 242,  44.58168, -29.78856,  10.66527, -0.81592,  0.54492, -0.19397,  0.00, -0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.34375,  0.4375,  0.1394,  0.25806,  0.40186,  0.56689
985, 243,  38.65636, -38.65641,  4.12735E-06, -0.70703,  0.70703,  0.00,  0.00, -0.70703, -0.70703,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.375,  0.50,  0.15198,  0.14648,  0.35986,  0.52734
986, 241,  37.91359, -37.91364,  10.66527, -0.69385,  0.69385, -0.19397,  0.00, -0.70703, -0.70703,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.375,  0.4375,  0.1936,  0.19214,  0.36133,  0.56982
987, 235,  49.53652, -9.85345,  20.92068, -0.90723,  0.18042, -0.38062,  0.00, -0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.28125,  0.375,  0.13147,  0.42651,  0.47754,  0.60059
988, 244,  49.53651, -20.51872,  10.66527, -0.90625,  0.37549, -0.19397,  0.00, -0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.3125,  0.4375,  0.09918,  0.3335,  0.4397,  0.56494
989, 234,  46.66237, -19.32821,  20.92068, -0.85449,  0.354, -0.38062,  0.00, -0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.3125,  0.375,  0.15295,  0.35571,  0.44238,  0.60352
990, 234,  46.66237, -19.32821,  20.92068, -0.85449,  0.354, -0.38062,  0.00, -0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.3125,  0.375,  0.15295,  0.35571,  0.44238,  0.60352
991, 244,  49.53651, -20.51872,  10.66527, -0.90625,  0.37549, -0.19397,  0.00, -0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.3125,  0.4375,  0.09918,  0.3335,  0.4397,  0.56494
992, 242,  44.58168, -29.78856,  10.66527, -0.81592,  0.54492, -0.19397,  0.00, -0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.34375,  0.4375,  0.1394,  0.25806,  0.40186,  0.56689
993, 242,  44.58168, -29.78856,  10.66527, -0.81592,  0.54492, -0.19397,  0.00, -0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.34375,  0.4375,  0.1394,  0.25806,  0.40186,  0.56689
994, 245,  45.45508, -30.37215,  4.12735E-06, -0.83154,  0.55566,  0.00,  0.00, -0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.34375,  0.50,  0.08978,  0.22229,  0.40063,  0.52783
995, 243,  38.65636, -38.65641,  4.12735E-06, -0.70703,  0.70703,  0.00,  0.00, -0.70703, -0.70703,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.375,  0.50,  0.15198,  0.14648,  0.35986,  0.52734
996, 244,  49.53651, -20.51872,  10.66527, -0.90625,  0.37549, -0.19397,  0.00, -0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.3125,  0.4375,  0.09918,  0.3335,  0.4397,  0.56494
997, 245,  45.45508, -30.37215,  4.12735E-06, -0.83154,  0.55566,  0.00,  0.00, -0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.34375,  0.50,  0.08978,  0.22229,  0.40063,  0.52783
998, 242,  44.58168, -29.78856,  10.66527, -0.81592,  0.54492, -0.19397,  0.00, -0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.34375,  0.4375,  0.1394,  0.25806,  0.40186,  0.56689
999, 245,  45.45508, -30.37215,  4.12735E-06, -0.83154,  0.55566,  0.00,  0.00, -0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.34375,  0.50,  0.08978,  0.22229,  0.40063,  0.52783
1000, 246,  37.91359, -37.91364, -10.66527, -0.69385,  0.69385,  0.19397,  0.00, -0.70703, -0.70703,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.375,  0.5625,  0.1936,  0.19214,  0.36255,  0.48535
1001, 243,  38.65636, -38.65641,  4.12735E-06, -0.70703,  0.70703,  0.00,  0.00, -0.70703, -0.70703,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.375,  0.50,  0.15198,  0.14648,  0.35986,  0.52734
1002, 235,  49.53652, -9.85345,  20.92068, -0.90723,  0.18042, -0.38062,  0.00, -0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.28125,  0.375,  0.13147,  0.42651,  0.47754,  0.60059
1003, 247,  52.58769, -10.46036,  10.66527, -0.9624,  0.19141, -0.19397,  0.00, -0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.28125,  0.4375,  0.0744,  0.41504,  0.47607,  0.56396
1004, 244,  49.53651, -20.51872,  10.66527, -0.90625,  0.37549, -0.19397,  0.00, -0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.3125,  0.4375,  0.09918,  0.3335,  0.4397,  0.56494
1005, 236,  50.507, -0.00002,  20.92068, -0.9248,  0.00, -0.38062,  0.00,  0.00, -1.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.25,  0.375,  0.12421,  0.50,  0.51221,  0.59961
1006, 247,  52.58769, -10.46036,  10.66527, -0.9624,  0.19141, -0.19397,  0.00, -0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.28125,  0.4375,  0.0744,  0.41504,  0.47607,  0.56396
1007, 235,  49.53652, -9.85345,  20.92068, -0.90723,  0.18042, -0.38062,  0.00, -0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.28125,  0.375,  0.13147,  0.42651,  0.47754,  0.60059
1008, 237,  49.53652,  9.85341,  20.92068, -0.90723, -0.18042, -0.38062,  0.00,  0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.21875,  0.375,  0.13147,  0.57373,  0.54639,  0.59961
1009, 248,  53.61795, -0.00002,  10.66527, -0.98096,  0.00, -0.19397,  0.00,  0.00, -1.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.25,  0.4375,  0.06604,  0.50,  0.51172,  0.56299
1010, 236,  50.507, -0.00002,  20.92068, -0.9248,  0.00, -0.38062,  0.00,  0.00, -1.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.25,  0.375,  0.12421,  0.50,  0.51221,  0.59961
1011, 236,  50.507, -0.00002,  20.92068, -0.9248,  0.00, -0.38062,  0.00,  0.00, -1.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.25,  0.375,  0.12421,  0.50,  0.51221,  0.59961
1012, 248,  53.61795, -0.00002,  10.66527, -0.98096,  0.00, -0.19397,  0.00,  0.00, -1.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.25,  0.4375,  0.06604,  0.50,  0.51172,  0.56299
1013, 247,  52.58769, -10.46036,  10.66527, -0.9624,  0.19141, -0.19397,  0.00, -0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.28125,  0.4375,  0.0744,  0.41504,  0.47607,  0.56396
1014, 244,  49.53651, -20.51872,  10.66527, -0.90625,  0.37549, -0.19397,  0.00, -0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.3125,  0.4375,  0.09918,  0.3335,  0.4397,  0.56494
1015, 249,  50.50699, -20.92071,  4.12735E-06, -0.92383,  0.38257,  0.00,  0.00, -0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.3125,  0.50,  0.04358,  0.30859,  0.43872,  0.52783
1016, 245,  45.45508, -30.37215,  4.12735E-06, -0.83154,  0.55566,  0.00,  0.00, -0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.34375,  0.50,  0.08978,  0.22229,  0.40063,  0.52783
1017, 247,  52.58769, -10.46036,  10.66527, -0.9624,  0.19141, -0.19397,  0.00, -0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.28125,  0.4375,  0.0744,  0.41504,  0.47607,  0.56396
1018, 249,  50.50699, -20.92071,  4.12735E-06, -0.92383,  0.38257,  0.00,  0.00, -0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.3125,  0.50,  0.04358,  0.30859,  0.43872,  0.52783
1019, 244,  49.53651, -20.51872,  10.66527, -0.90625,  0.37549, -0.19397,  0.00, -0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.3125,  0.4375,  0.09918,  0.3335,  0.4397,  0.56494
1020, 245,  45.45508, -30.37215,  4.12735E-06, -0.83154,  0.55566,  0.00,  0.00, -0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.34375,  0.50,  0.08978,  0.22229,  0.40063,  0.52783
1021, 250,  44.58168, -29.78856, -10.66527, -0.81592,  0.54492,  0.19397,  0.00, -0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.34375,  0.5625,  0.1394,  0.25806,  0.4021,  0.48877
1022, 246,  37.91359, -37.91364, -10.66527, -0.69385,  0.69385,  0.19397,  0.00, -0.70703, -0.70703,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.375,  0.5625,  0.1936,  0.19214,  0.36255,  0.48535
1023, 249,  50.50699, -20.92071,  4.12735E-06, -0.92383,  0.38257,  0.00,  0.00, -0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.3125,  0.50,  0.04358,  0.30859,  0.43872,  0.52783
1024, 250,  44.58168, -29.78856, -10.66527, -0.81592,  0.54492,  0.19397,  0.00, -0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.34375,  0.5625,  0.1394,  0.25806,  0.4021,  0.48877
1025, 245,  45.45508, -30.37215,  4.12735E-06, -0.83154,  0.55566,  0.00,  0.00, -0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.34375,  0.50,  0.08978,  0.22229,  0.40063,  0.52783
1026, 250,  44.58168, -29.78856, -10.66527, -0.81592,  0.54492,  0.19397,  0.00, -0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.34375,  0.5625,  0.1394,  0.25806,  0.4021,  0.48877
1027, 251,  35.71382, -35.71387, -20.92068, -0.65381,  0.65381,  0.38062,  0.00, -0.70703, -0.70703,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.375,  0.625,  0.23462,  0.23328,  0.3689,  0.44458
1028, 246,  37.91359, -37.91364, -10.66527, -0.69385,  0.69385,  0.19397,  0.00, -0.70703, -0.70703,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.375,  0.5625,  0.1936,  0.19214,  0.36255,  0.48535
1029, 247,  52.58769, -10.46036,  10.66527, -0.9624,  0.19141, -0.19397,  0.00, -0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.28125,  0.4375,  0.0744,  0.41504,  0.47607,  0.56396
1030, 252,  53.61794, -10.66529,  4.12735E-06, -0.98096,  0.19507,  0.00,  0.00, -0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.28125,  0.50,  0.01513,  0.40259,  0.47534,  0.52783
1031, 249,  50.50699, -20.92071,  4.12735E-06, -0.92383,  0.38257,  0.00,  0.00, -0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.3125,  0.50,  0.04358,  0.30859,  0.43872,  0.52783
1032, 248,  53.61795, -0.00002,  10.66527, -0.98096,  0.00, -0.19397,  0.00,  0.00, -1.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.25,  0.4375,  0.06604,  0.50,  0.51172,  0.56299
1033, 252,  53.61794, -10.66529,  4.12735E-06, -0.98096,  0.19507,  0.00,  0.00, -0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.28125,  0.50,  0.01513,  0.40259,  0.47534,  0.52783
1034, 247,  52.58769, -10.46036,  10.66527, -0.9624,  0.19141, -0.19397,  0.00, -0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.28125,  0.4375,  0.0744,  0.41504,  0.47607,  0.56396
1035, 237,  49.53652,  9.85341,  20.92068, -0.90723, -0.18042, -0.38062,  0.00,  0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.21875,  0.375,  0.13147,  0.57373,  0.54639,  0.59961
1036, 253,  52.5877,  10.46033,  10.66527, -0.9624, -0.19141, -0.19397,  0.00,  0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.21875,  0.4375,  0.0744,  0.58496,  0.54688,  0.56299
1037, 248,  53.61795, -0.00002,  10.66527, -0.98096,  0.00, -0.19397,  0.00,  0.00, -1.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.25,  0.4375,  0.06604,  0.50,  0.51172,  0.56299
1038, 238,  46.66239,  19.32818,  20.92068, -0.85449, -0.354, -0.38062,  0.00,  0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.1875,  0.375,  0.15295,  0.64453,  0.58105,  0.60156
1039, 253,  52.5877,  10.46033,  10.66527, -0.9624, -0.19141, -0.19397,  0.00,  0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.21875,  0.4375,  0.0744,  0.58496,  0.54688,  0.56299
1040, 237,  49.53652,  9.85341,  20.92068, -0.90723, -0.18042, -0.38062,  0.00,  0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.21875,  0.375,  0.13147,  0.57373,  0.54639,  0.59961
1041, 249,  50.50699, -20.92071,  4.12735E-06, -0.92383,  0.38257,  0.00,  0.00, -0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.3125,  0.50,  0.04358,  0.30859,  0.43872,  0.52783
1042, 254,  49.53651, -20.51872, -10.66527, -0.90625,  0.37549,  0.19397,  0.00, -0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.3125,  0.5625,  0.09918,  0.3335,  0.43921,  0.49072
1043, 250,  44.58168, -29.78856, -10.66527, -0.81592,  0.54492,  0.19397,  0.00, -0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.34375,  0.5625,  0.1394,  0.25806,  0.4021,  0.48877
1044, 252,  53.61794, -10.66529,  4.12735E-06, -0.98096,  0.19507,  0.00,  0.00, -0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.28125,  0.50,  0.01513,  0.40259,  0.47534,  0.52783
1045, 254,  49.53651, -20.51872, -10.66527, -0.90625,  0.37549,  0.19397,  0.00, -0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.3125,  0.5625,  0.09918,  0.3335,  0.43921,  0.49072
1046, 249,  50.50699, -20.92071,  4.12735E-06, -0.92383,  0.38257,  0.00,  0.00, -0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.3125,  0.50,  0.04358,  0.30859,  0.43872,  0.52783
1047, 250,  44.58168, -29.78856, -10.66527, -0.81592,  0.54492,  0.19397,  0.00, -0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.34375,  0.5625,  0.1394,  0.25806,  0.4021,  0.48877
1048, 255,  41.99502, -28.06021, -20.92068, -0.76904,  0.51367,  0.38062,  0.00, -0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.34375,  0.625,  0.18774,  0.29053,  0.40552,  0.44995
1049, 251,  35.71382, -35.71387, -20.92068, -0.65381,  0.65381,  0.38062,  0.00, -0.70703, -0.70703,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.375,  0.625,  0.23462,  0.23328,  0.3689,  0.44458
1050, 254,  49.53651, -20.51872, -10.66527, -0.90625,  0.37549,  0.19397,  0.00, -0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.3125,  0.5625,  0.09918,  0.3335,  0.43921,  0.49072
1051, 255,  41.99502, -28.06021, -20.92068, -0.76904,  0.51367,  0.38062,  0.00, -0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.34375,  0.625,  0.18774,  0.29053,  0.40552,  0.44995
1052, 250,  44.58168, -29.78856, -10.66527, -0.81592,  0.54492,  0.19397,  0.00, -0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.34375,  0.5625,  0.1394,  0.25806,  0.4021,  0.48877
1053, 255,  41.99502, -28.06021, -20.92068, -0.76904,  0.51367,  0.38062,  0.00, -0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.34375,  0.625,  0.18774,  0.29053,  0.40552,  0.44995
1054, 256,  32.14159, -32.14163, -30.37212, -0.58936,  0.58936,  0.55273,  0.00, -0.70703, -0.70703,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.375,  0.6875,  0.27539,  0.27393,  0.37769,  0.4043
1055, 251,  35.71382, -35.71387, -20.92068, -0.65381,  0.65381,  0.38062,  0.00, -0.70703, -0.70703,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.375,  0.625,  0.23462,  0.23328,  0.3689,  0.44458
1056, 255,  41.99502, -28.06021, -20.92068, -0.76904,  0.51367,  0.38062,  0.00, -0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.34375,  0.625,  0.18774,  0.29053,  0.40552,  0.44995
1057, 257,  37.79452, -25.25352, -30.37212, -0.69287,  0.46289,  0.55273,  0.00, -0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.34375,  0.6875,  0.2356,  0.32251,  0.41138,  0.41016
1058, 256,  32.14159, -32.14163, -30.37212, -0.58936,  0.58936,  0.55273,  0.00, -0.70703, -0.70703,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.375,  0.6875,  0.27539,  0.27393,  0.37769,  0.4043
1059, 248,  53.61795, -0.00002,  10.66527, -0.98096,  0.00, -0.19397,  0.00,  0.00, -1.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.25,  0.4375,  0.06604,  0.50,  0.51172,  0.56299
1060, 258,  54.66838, -0.00002,  4.12735E-06, -1.00,  0.00,  0.00,  0.00,  0.00, -1.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.25,  0.50,  0.00552,  0.50,  0.51123,  0.52734
1061, 252,  53.61794, -10.66529,  4.12735E-06, -0.98096,  0.19507,  0.00,  0.00, -0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.28125,  0.50,  0.01513,  0.40259,  0.47534,  0.52783
1062, 253,  52.5877,  10.46033,  10.66527, -0.9624, -0.19141, -0.19397,  0.00,  0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.21875,  0.4375,  0.0744,  0.58496,  0.54688,  0.56299
1063, 258,  54.66838, -0.00002,  4.12735E-06, -1.00,  0.00,  0.00,  0.00,  0.00, -1.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.25,  0.50,  0.00552,  0.50,  0.51123,  0.52734
1064, 248,  53.61795, -0.00002,  10.66527, -0.98096,  0.00, -0.19397,  0.00,  0.00, -1.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.25,  0.4375,  0.06604,  0.50,  0.51172,  0.56299
1065, 252,  53.61794, -10.66529,  4.12735E-06, -0.98096,  0.19507,  0.00,  0.00, -0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.28125,  0.50,  0.01513,  0.40259,  0.47534,  0.52783
1066, 259,  52.58769, -10.46036, -10.66527, -0.9624,  0.19141,  0.19397,  0.00, -0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.28125,  0.5625,  0.0744,  0.41504,  0.4751,  0.49146
1067, 254,  49.53651, -20.51872, -10.66527, -0.90625,  0.37549,  0.19397,  0.00, -0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.3125,  0.5625,  0.09918,  0.3335,  0.43921,  0.49072
